,Unnamed: 0,Location,Time,AgeGrp,AgeGrpStart,PopMale,PopFemale
875,875,Afghanistan,1991,70-74,70,41.861,46.72
876,876,Afghanistan,1991,75-79,75,20.976,24.044
877,877,Afghanistan,1991,80-84,80,8.12,9.205
878,878,Afghanistan,1991,85-89,85,2.261,2.311
879,879,Afghanistan,1991,90-94,90,0.473,0.541
880,880,Afghanistan,1991,95-99,95,0.065,0.104
881,881,Afghanistan,1991,100+,100,0.003,0.007
882,882,Afghanistan,1992,0-4,0,1.0Mio.,1.0Mio.
883,883,Afghanistan,1992,5-9,5,1.0Mio.,1.0Mio.
884,884,Afghanistan,1992,10-14,10,982.263,905.922
885,885,Afghanistan,1992,15-19,15,803.306,737.802
886,886,Afghanistan,1992,20-24,20,645.389,594.618
887,887,Afghanistan,1992,25-29,25,521.313,483.018
888,888,Afghanistan,1992,30-34,30,429.848,400.169
889,889,Afghanistan,1992,35-39,35,360.186,333.88
890,890,Afghanistan,1992,40-44,40,295.887,299.978
891,891,Afghanistan,1992,45-49,45,236.522,236.083
892,892,Afghanistan,1992,50-54,50,177.498,171.015
893,893,Afghanistan,1992,55-59,55,127.727,131.496
894,894,Afghanistan,1992,60-64,60,99.853,100.662
895,895,Afghanistan,1992,65-69,65,75.782,77.137
896,896,Afghanistan,1992,70-74,70,46.674,51.146
897,897,Afghanistan,1992,75-79,75,23.431,26.798
898,898,Afghanistan,1992,80-84,80,9.245,10.572
899,899,Afghanistan,1992,85-89,85,2.502,2.676
900,900,Afghanistan,1992,90-94,90,0.524,0.557
901,901,Afghanistan,1992,95-99,95,0.082,0.122
902,902,Afghanistan,1992,100+,100,0.004,0.008
903,903,Afghanistan,1993,0-4,0,1.0Mio.,1.0Mio.
904,904,Afghanistan,1993,5-9,5,1.0Mio.,1.0Mio.
905,905,Afghanistan,1993,10-14,10,1.0Mio.,981.565
906,906,Afghanistan,1993,15-19,15,882.103,803.971
907,907,Afghanistan,1993,20-24,20,708.584,648.117
908,908,Afghanistan,1993,25-29,25,572.208,526.324
909,909,Afghanistan,1993,30-34,30,468.586,432.91
910,910,Afghanistan,1993,35-39,35,390.072,360.408
911,911,Afghanistan,1993,40-44,40,321.525,314.191
912,912,Afghanistan,1993,45-49,45,259.049,264.338
913,913,Afghanistan,1993,50-54,50,199.871,187.599
914,914,Afghanistan,1993,55-59,55,144.57,145.489
915,915,Afghanistan,1993,60-64,60,109.51,110.09
916,916,Afghanistan,1993,65-69,65,83.578,83.051
917,917,Afghanistan,1993,70-74,70,52.252,56.191
918,918,Afghanistan,1993,75-79,75,26.261,29.84
919,919,Afghanistan,1993,80-84,80,10.61,12.189
920,920,Afghanistan,1993,85-89,85,2.729,3.051
921,921,Afghanistan,1993,90-94,90,0.556,0.571
922,922,Afghanistan,1993,95-99,95,0.094,0.134
923,923,Afghanistan,1993,100+,100,0.004,0.009
924,924,Afghanistan,1994,0-4,0,1.0Mio.,1.0Mio.
925,925,Afghanistan,1994,5-9,5,1.0Mio.,1.0Mio.
926,926,Afghanistan,1994,10-14,10,1.0Mio.,1.0Mio.
927,927,Afghanistan,1994,15-19,15,955.397,866.137
928,928,Afghanistan,1994,20-24,20,768.729,699.537
929,929,Afghanistan,1994,25-29,25,620.41,568.09
930,930,Afghanistan,1994,30-34,30,505.949,464.861
931,931,Afghanistan,1994,35-39,35,418.445,386.203
932,932,Afghanistan,1994,40-44,40,344.854,327.258
933,933,Afghanistan,1994,45-49,45,279.328,288.612
934,934,Afghanistan,1994,50-54,50,220.726,205.069
935,935,Afghanistan,1994,55-59,55,161.485,159.176
936,936,Afghanistan,1994,60-64,60,119.947,119.918
937,937,Afghanistan,1994,65-69,65,91.461,89.359
938,938,Afghanistan,1994,70-74,70,57.885,61.115
939,939,Afghanistan,1994,75-79,75,29.279,32.922
940,940,Afghanistan,1994,80-84,80,12.08,13.918
941,941,Afghanistan,1994,85-89,85,2.966,3.465
942,942,Afghanistan,1994,90-94,90,0.533,0.556
943,943,Afghanistan,1994,95-99,95,0.087,0.124
944,944,Afghanistan,1994,100+,100,0.004,0.009
945,945,Afghanistan,1995,0-4,0,1.0Mio.,1.0Mio.
946,946,Afghanistan,1995,5-9,5,1.0Mio.,1.0Mio.
947,947,Afghanistan,1995,10-14,10,1.0Mio.,1.0Mio.
948,948,Afghanistan,1995,15-19,15,1.0Mio.,918.845
949,949,Afghanistan,1995,20-24,20,820.453,744.539
950,950,Afghanistan,1995,25-29,25,661.567,604.642
951,951,Afghanistan,1995,30-34,30,538.299,493.331
952,952,Afghanistan,1995,35-39,35,442.658,408.266
953,953,Afghanistan,1995,40-44,40,363.77,339.432
954,954,Afghanistan,1995,45-49,45,295.75,305.389
955,955,Afghanistan,1995,50-54,50,237.862,222.513
956,956,Afghanistan,1995,55-59,55,176.981,171.354
957,957,Afghanistan,1995,60-64,60,130.445,129.331
958,958,Afghanistan,1995,65-69,65,98.706,95.626
959,959,Afghanistan,1995,70-74,70,63.241,65.558
960,960,Afghanistan,1995,75-79,75,32.394,35.951
961,961,Afghanistan,1995,80-84,80,13.538,15.624
962,962,Afghanistan,1995,85-89,85,3.271,3.956
963,963,Afghanistan,1995,90-94,90,0.425,0.49
964,964,Afghanistan,1995,95-99,95,0.049,0.078
965,965,Afghanistan,1995,100+,100,0.004,0.009
966,966,Afghanistan,1996,0-4,0,1.0Mio.,1.0Mio.
967,967,Afghanistan,1996,5-9,5,1.0Mio.,1.0Mio.
968,968,Afghanistan,1996,10-14,10,1.0Mio.,1.0Mio.
969,969,Afghanistan,1996,15-19,15,1.0Mio.,949.325
970,970,Afghanistan,1996,20-24,20,850.279,771.601
971,971,Afghanistan,1996,25-29,25,685.813,628.087
972,972,Afghanistan,1996,30-34,30,557.993,512.435
973,973,Afghanistan,1996,35-39,35,458.422,423.254
974,974,Afghanistan,1996,40-44,40,376.447,348.6
975,975,Afghanistan,1996,45-49,45,305.17,313.601
976,976,Afghanistan,1996,50-54,50,245.75,235.759
977,977,Afghanistan,1996,55-59,55,184.374,177.504
978,978,Afghanistan,1996,60-64,60,133.948,133.774
979,979,Afghanistan,1996,65-69,65,100.463,98.306
980,980,Afghanistan,1996,70-74,70,65.984,67.766
981,981,Afghanistan,1996,75-79,75,34.447,38.041
982,982,Afghanistan,1996,80-84,80,14.625,16.911
983,983,Afghanistan,1996,85-89,85,3.992,4.809
984,984,Afghanistan,1996,90-94,90,0.545,0.651
985,985,Afghanistan,1996,95-99,95,0.057,0.082
986,986,Afghanistan,1996,100+,100,0.004,0.009
987,987,Afghanistan,1997,0-4,0,1.0Mio.,1.0Mio.
988,988,Afghanistan,1997,5-9,5,1.0Mio.,1.0Mio.
989,989,Afghanistan,1997,10-14,10,1.0Mio.,1.0Mio.
990,990,Afghanistan,1997,15-19,15,1.0Mio.,969.774
991,991,Afghanistan,1997,20-24,20,868.041,788.28
992,992,Afghanistan,1997,25-29,25,699.245,643.197
993,993,Afghanistan,1997,30-34,30,569.405,525.716
994,994,Afghanistan,1997,35-39,35,467.503,433.024
995,995,Afghanistan,1997,40-44,40,383.87,355.871
996,996,Afghanistan,1997,45-49,45,310.724,314.344
997,997,Afghanistan,1997,50-54,50,249.421,248.499
998,998,Afghanistan,1997,55-59,55,189.532,181.223
999,999,Afghanistan,1997,60-64,60,136.121,137.068
1000,1000,Afghanistan,1997,65-69,65,100.183,99.878
1001,1001,Afghanistan,1997,70-74,70,67.577,68.917
1002,1002,Afghanistan,1997,75-79,75,35.892,39.647
1003,1003,Afghanistan,1997,80-84,80,15.161,17.673
1004,1004,Afghanistan,1997,85-89,85,4.545,5.479
1005,1005,Afghanistan,1997,90-94,90,0.659,0.814
1006,1006,Afghanistan,1997,95-99,95,0.074,0.095
1007,1007,Afghanistan,1997,100+,100,0.004,0.009
1008,1008,Afghanistan,1998,0-4,0,2.0Mio.,1.0Mio.
1009,1009,Afghanistan,1998,5-9,5,1.0Mio.,1.0Mio.
1010,1010,Afghanistan,1998,10-14,10,1.0Mio.,1.0Mio.
1011,1011,Afghanistan,1998,15-19,15,1.0Mio.,987.312
1012,1012,Afghanistan,1998,20-24,20,880.583,799.543
1013,1013,Afghanistan,1998,25-29,25,707.467,653.96
1014,1014,Afghanistan,1998,30-34,30,576.922,536.299
1015,1015,Afghanistan,1998,35-39,35,473.554,440.462
1016,1016,Afghanistan,1998,40-44,40,389.001,362.844
1017,1017,Afghanistan,1998,45-49,45,314.864,311.577
1018,1018,Afghanistan,1998,50-54,50,251.229,260.332
1019,1019,Afghanistan,1998,55-59,55,193.517,184.397
1020,1020,Afghanistan,1998,60-64,60,138.056,139.973
1021,1021,Afghanistan,1998,65-69,65,99.137,101.07
1022,1022,Afghanistan,1998,70-74,70,68.427,69.609
1023,1023,Afghanistan,1998,75-79,75,36.927,40.921
1024,1024,Afghanistan,1998,80-84,80,15.33,18.079
1025,1025,Afghanistan,1998,85-89,85,4.844,5.888
1026,1026,Afghanistan,1998,90-94,90,0.764,0.972
1027,1027,Afghanistan,1998,95-99,95,0.088,0.107
1028,1028,Afghanistan,1998,100+,100,0.003,0.008
1029,1029,Afghanistan,1999,0-4,0,2.0Mio.,1.0Mio.
1030,1030,Afghanistan,1999,5-9,5,1.0Mio.,1.0Mio.
1031,1031,Afghanistan,1999,10-14,10,1.0Mio.,1.0Mio.
1032,1032,Afghanistan,1999,15-19,15,1.0Mio.,1.0Mio.
1033,1033,Afghanistan,1999,20-24,20,896.549,812.395
1034,1034,Afghanistan,1999,25-29,25,717.794,665.518
1035,1035,Afghanistan,1999,30-34,30,585.938,548.005
1036,1036,Afghanistan,1999,35-39,35,481.126,449.339
1037,1037,Afghanistan,1999,40-44,40,395.537,371.111
1038,1038,Afghanistan,1999,45-49,45,320.435,310.585
1039,1039,Afghanistan,1999,50-54,50,254.153,270.584
1040,1040,Afghanistan,1999,55-59,55,197.738,189.602
1041,1041,Afghanistan,1999,60-64,60,140.988,143.372
1042,1042,Afghanistan,1999,65-69,65,98.841,102.786
1043,1043,Afghanistan,1999,70-74,70,69.014,70.534
1044,1044,Afghanistan,1999,75-79,75,37.835,42.049
1045,1045,Afghanistan,1999,80-84,80,15.402,18.394
1046,1046,Afghanistan,1999,85-89,85,4.877,6.046
1047,1047,Afghanistan,1999,90-94,90,0.802,1.059
1048,1048,Afghanistan,1999,95-99,95,0.083,0.104
1049,1049,Afghanistan,1999,100+,100,0.003,0.007
1050,1050,Afghanistan,2000,0-4,0,2.0Mio.,2.0Mio.
1051,1051,Afghanistan,2000,5-9,5,1.0Mio.,1.0Mio.
1052,1052,Afghanistan,2000,10-14,10,1.0Mio.,1.0Mio.
1053,1053,Afghanistan,2000,15-19,15,1.0Mio.,1.0Mio.
1054,1054,Afghanistan,2000,20-24,20,921.62,831.93
1055,1055,Afghanistan,2000,25-29,25,734.778,680.892
1056,1056,Afghanistan,2000,30-34,30,599.498,562.956
1057,1057,Afghanistan,2000,35-39,35,492.828,461.895
1058,1058,Afghanistan,2000,40-44,40,405.623,381.65
1059,1059,Afghanistan,2000,45-49,45,329.054,314.363
1060,1060,Afghanistan,2000,50-54,50,259.969,279.119
1061,1061,Afghanistan,2000,55-59,55,203.128,198.274
1062,1062,Afghanistan,2000,60-64,60,145.57,147.831
1063,1063,Afghanistan,2000,65-69,65,100.139,105.589
1064,1064,Afghanistan,2000,70-74,70,69.663,72.078
1065,1065,Afghanistan,2000,75-79,75,38.817,43.206
1066,1066,Afghanistan,2000,80-84,80,15.536,18.798
1067,1067,Afghanistan,2000,85-89,85,4.631,5.957
1068,1068,Afghanistan,2000,90-94,90,0.708,1.007
1069,1069,Afghanistan,2000,95-99,95,0.051,0.075
1070,1070,Afghanistan,2000,100+,100,0.003,0.007
1071,1071,Afghanistan,2001,0-4,0,2.0Mio.,2.0Mio.
1072,1072,Afghanistan,2001,5-9,5,1.0Mio.,1.0Mio.
1073,1073,Afghanistan,2001,10-14,10,1.0Mio.,1.0Mio.
1074,1074,Afghanistan,2001,15-19,15,1.0Mio.,1.0Mio.
1075,1075,Afghanistan,2001,20-24,20,971.462,872.941
1076,1076,Afghanistan,2001,25-29,25,771.253,706.185
1077,1077,Afghanistan,2001,30-34,30,623.579,581.745
1078,1078,Afghanistan,2001,35-39,35,510.046,476.888
1079,1079,Afghanistan,2001,40-44,40,418.588,393.279
1080,1080,Afghanistan,2001,45-49,45,340.339,321.409
1081,1081,Afghanistan,2001,50-54,50,268.806,285.195
1082,1082,Afghanistan,2001,55-59,55,209.536,209.421
1083,1083,Afghanistan,2001,60-64,60,151.566,152.545
1084,1084,Afghanistan,2001,65-69,65,102.838,108.749
1085,1085,Afghanistan,2001,70-74,70,70.169,73.433
1086,1086,Afghanistan,2001,75-79,75,40.262,44.382
1087,1087,Afghanistan,2001,80-84,80,16.783,20.15
1088,1088,Afghanistan,2001,85-89,85,5.136,6.611
1089,1089,Afghanistan,2001,90-94,90,0.914,1.278
1090,1090,Afghanistan,2001,95-99,95,0.071,0.106
1091,1091,Afghanistan,2001,100+,100,0.003,0.007
1092,1092,Afghanistan,2002,0-4,0,2.0Mio.,2.0Mio.
1093,1093,Afghanistan,2002,5-9,5,1.0Mio.,1.0Mio.
1094,1094,Afghanistan,2002,10-14,10,1.0Mio.,1.0Mio.
1095,1095,Afghanistan,2002,15-19,15,1.0Mio.,1.0Mio.
1096,1096,Afghanistan,2002,20-24,20,1.0Mio.,925.744
1097,1097,Afghanistan,2002,25-29,25,818.512,739.136
1098,1098,Afghanistan,2002,30-34,30,655.145,605.491
1099,1099,Afghanistan,2002,35-39,35,533.287,496.335
1100,1100,Afghanistan,2002,40-44,40,435.871,407.817
1101,1101,Afghanistan,2002,45-49,45,354.791,333.052
1102,1102,Afghanistan,2002,50-54,50,281.014,290.195
1103,1103,Afghanistan,2002,55-59,55,217.82,224.473
1104,1104,Afghanistan,2002,60-64,60,159.415,158.262
1105,1105,Afghanistan,2002,65-69,65,107.362,113.412
1106,1106,Afghanistan,2002,70-74,70,71.123,75.525
1107,1107,Afghanistan,2002,75-79,75,41.837,45.625
1108,1108,Afghanistan,2002,80-84,80,17.976,21.495
1109,1109,Afghanistan,2002,85-89,85,5.483,7.083
1110,1110,Afghanistan,2002,90-94,90,1.106,1.522
1111,1111,Afghanistan,2002,95-99,95,0.109,0.165
1112,1112,Afghanistan,2002,100+,100,0.003,0.006
1113,1113,Afghanistan,2003,0-4,0,2.0Mio.,2.0Mio.
1114,1114,Afghanistan,2003,5-9,5,1.0Mio.,1.0Mio.
1115,1115,Afghanistan,2003,10-14,10,1.0Mio.,1.0Mio.
1116,1116,Afghanistan,2003,15-19,15,1.0Mio.,1.0Mio.
1117,1117,Afghanistan,2003,20-24,20,1.0Mio.,986.602
1118,1118,Afghanistan,2003,25-29,25,872.74,778.004
1119,1119,Afghanistan,2003,30-34,30,691.674,632.34
1120,1120,Afghanistan,2003,35-39,35,560.168,518.358
1121,1121,Afghanistan,2003,40-44,40,455.611,424.002
1122,1122,Afghanistan,2003,45-49,45,370.668,347.382
1123,1123,Afghanistan,2003,50-54,50,295.06,294.595
1124,1124,Afghanistan,2003,55-59,55,227.321,241.063
1125,1125,Afghanistan,2003,60-64,60,168.093,165.087
1126,1126,Afghanistan,2003,65-69,65,113.131,119.057
1127,1127,Afghanistan,2003,70-74,70,72.6,78.238
1128,1128,Afghanistan,2003,75-79,75,43.279,46.917
1129,1129,Afghanistan,2003,80-84,80,18.945,22.647
1130,1130,Afghanistan,2003,85-89,85,5.67,7.367
1131,1131,Afghanistan,2003,90-94,90,1.247,1.707
1132,1132,Afghanistan,2003,95-99,95,0.14,0.211
1133,1133,Afghanistan,2003,100+,100,0.003,0.006
1134,1134,Afghanistan,2004,0-4,0,2.0Mio.,2.0Mio.
1135,1135,Afghanistan,2004,5-9,5,2.0Mio.,1.0Mio.
1136,1136,Afghanistan,2004,10-14,10,1.0Mio.,1.0Mio.
1137,1137,Afghanistan,2004,15-19,15,1.0Mio.,1.0Mio.
1138,1138,Afghanistan,2004,20-24,20,1.0Mio.,1.0Mio.
1139,1139,Afghanistan,2004,25-29,25,928.212,820.393
1140,1140,Afghanistan,2004,30-34,30,729.969,660.084
1141,1141,Afghanistan,2004,35-39,35,587.5,540.34
1142,1142,Afghanistan,2004,40-44,40,475.355,440.294
1143,1143,Afghanistan,2004,45-49,45,385.925,361.661
1144,1144,Afghanistan,2004,50-54,50,308.83,299.534
1145,1145,Afghanistan,2004,55-59,55,237.131,255.589
1146,1146,Afghanistan,2004,60-64,60,176.383,173.383
1147,1147,Afghanistan,2004,65-69,65,119.32,124.894
1148,1148,Afghanistan,2004,70-74,70,74.65,81.372
1149,1149,Afghanistan,2004,75-79,75,44.279,48.195
1150,1150,Afghanistan,2004,80-84,80,19.535,23.414
1151,1151,Afghanistan,2004,85-89,85,5.708,7.499
1152,1152,Afghanistan,2004,90-94,90,1.249,1.742
1153,1153,Afghanistan,2004,95-99,95,0.137,0.216
1154,1154,Afghanistan,2004,100+,100,0.004,0.006
1155,1155,Afghanistan,2005,0-4,0,2.0Mio.,2.0Mio.
1156,1156,Afghanistan,2005,5-9,5,2.0Mio.,1.0Mio.
1157,1157,Afghanistan,2005,10-14,10,1.0Mio.,1.0Mio.
1158,1158,Afghanistan,2005,15-19,15,1.0Mio.,1.0Mio.
1159,1159,Afghanistan,2005,20-24,20,1.0Mio.,1.0Mio.
1160,1160,Afghanistan,2005,25-29,25,980.794,864.815
1161,1161,Afghanistan,2005,30-34,30,768.15,687.743
1162,1162,Afghanistan,2005,35-39,35,613.43,560.714
1163,1163,Afghanistan,2005,40-44,40,493.703,455.796
1164,1164,Afghanistan,2005,45-49,45,399.524,374.261
1165,1165,Afghanistan,2005,50-54,50,320.975,305.735
1166,1166,Afghanistan,2005,55-59,55,246.625,265.889
1167,1167,Afghanistan,2005,60-64,60,183.706,183.252
1168,1168,Afghanistan,2005,65-69,65,125.334,130.438
1169,1169,Afghanistan,2005,70-74,70,77.26,84.796
1170,1170,Afghanistan,2005,75-79,75,44.801,49.481
1171,1171,Afghanistan,2005,80-84,80,19.709,23.777
1172,1172,Afghanistan,2005,85-89,85,5.561,7.472
1173,1173,Afghanistan,2005,90-94,90,1.025,1.543
1174,1174,Afghanistan,2005,95-99,95,0.085,0.153
1175,1175,Afghanistan,2005,100+,100,0.004,0.007
1176,1176,Afghanistan,2006,0-4,0,2.0Mio.,2.0Mio.
1177,1177,Afghanistan,2006,5-9,5,2.0Mio.,2.0Mio.
1178,1178,Afghanistan,2006,10-14,10,1.0Mio.,1.0Mio.
1179,1179,Afghanistan,2006,15-19,15,1.0Mio.,1.0Mio.
1180,1180,Afghanistan,2006,20-24,20,1.0Mio.,1.0Mio.
1181,1181,Afghanistan,2006,25-29,25,1.0Mio.,901.455
1182,1182,Afghanistan,2006,30-34,30,795.615,713.959
1183,1183,Afghanistan,2006,35-39,35,633.72,580.422
1184,1184,Afghanistan,2006,40-44,40,509.647,471.632
1185,1185,Afghanistan,2006,45-49,45,410.355,385.832
1186,1186,Afghanistan,2006,50-54,50,329.635,312.622
1187,1187,Afghanistan,2006,55-59,55,254.594,272.132
1188,1188,Afghanistan,2006,60-64,60,189.203,193.767
1189,1189,Afghanistan,2006,65-69,65,130.06,134.722
1190,1190,Afghanistan,2006,70-74,70,80.301,88.195
1191,1191,Afghanistan,2006,75-79,75,46.136,51.329
1192,1192,Afghanistan,2006,80-84,80,21.112,25.073
1193,1193,Afghanistan,2006,85-89,85,6.409,8.477
1194,1194,Afghanistan,2006,90-94,90,1.227,1.835
1195,1195,Afghanistan,2006,95-99,95,0.119,0.206
1196,1196,Afghanistan,2006,100+,100,0.004,0.008
1197,1197,Afghanistan,2007,0-4,0,2.0Mio.,2.0Mio.
1198,1198,Afghanistan,2007,5-9,5,2.0Mio.,2.0Mio.
1199,1199,Afghanistan,2007,10-14,10,1.0Mio.,1.0Mio.
1200,1200,Afghanistan,2007,15-19,15,1.0Mio.,1.0Mio.
1201,1201,Afghanistan,2007,20-24,20,1.0Mio.,1.0Mio.
1202,1202,Afghanistan,2007,25-29,25,1.0Mio.,934.918
1203,1203,Afghanistan,2007,30-34,30,819.387,738.475
1204,1204,Afghanistan,2007,35-39,35,650.614,598.19
1205,1205,Afghanistan,2007,40-44,40,523.667,486.754
1206,1206,Afghanistan,2007,45-49,45,420.106,396.293
1207,1207,Afghanistan,2007,50-54,50,336.377,320.435
1208,1208,Afghanistan,2007,55-59,55,261.627,274.376
1209,1209,Afghanistan,2007,60-64,60,193.968,205.909
1210,1210,Afghanistan,2007,65-69,65,134.126,138.195
1211,1211,Afghanistan,2007,70-74,70,83.177,91.626
1212,1212,Afghanistan,2007,75-79,75,46.971,52.986
1213,1213,Afghanistan,2007,80-84,80,22.142,25.973
1214,1214,Afghanistan,2007,85-89,85,7.024,9.245
1215,1215,Afghanistan,2007,90-94,90,1.376,2.04
1216,1216,Afghanistan,2007,95-99,95,0.176,0.288
1217,1217,Afghanistan,2007,100+,100,0.005,0.009
1218,1218,Afghanistan,2008,0-4,0,2.0Mio.,2.0Mio.
1219,1219,Afghanistan,2008,5-9,5,2.0Mio.,2.0Mio.
1220,1220,Afghanistan,2008,10-14,10,1.0Mio.,1.0Mio.
1221,1221,Afghanistan,2008,15-19,15,1.0Mio.,1.0Mio.
1222,1222,Afghanistan,2008,20-24,20,1.0Mio.,1.0Mio.
1223,1223,Afghanistan,2008,25-29,25,1.0Mio.,964.884
1224,1224,Afghanistan,2008,30-34,30,841.128,763.013
1225,1225,Afghanistan,2008,35-39,35,666.369,615.549
1226,1226,Afghanistan,2008,40-44,40,537.073,501.921
1227,1227,Afghanistan,2008,45-49,45,430.226,406.75
1228,1228,Afghanistan,2008,50-54,50,342.522,329.291
1229,1229,Afghanistan,2008,55-59,55,268.191,274.765
1230,1230,Afghanistan,2008,60-64,60,198.877,218.499
1231,1231,Afghanistan,2008,65-69,65,137.918,141.923
1232,1232,Afghanistan,2008,70-74,70,86.027,95.158
1233,1233,Afghanistan,2008,75-79,75,47.721,54.686
1234,1234,Afghanistan,2008,80-84,80,22.778,26.602
1235,1235,Afghanistan,2008,85-89,85,7.346,9.679
1236,1236,Afghanistan,2008,90-94,90,1.481,2.179
1237,1237,Afghanistan,2008,95-99,95,0.216,0.349
1238,1238,Afghanistan,2008,100+,100,0.005,0.011
1239,1239,Afghanistan,2009,0-4,0,2.0Mio.,2.0Mio.
1240,1240,Afghanistan,2009,5-9,5,2.0Mio.,2.0Mio.
1241,1241,Afghanistan,2009,10-14,10,1.0Mio.,1.0Mio.
1242,1242,Afghanistan,2009,15-19,15,1.0Mio.,1.0Mio.
1243,1243,Afghanistan,2009,20-24,20,1.0Mio.,1.0Mio.
1244,1244,Afghanistan,2009,25-29,25,1.0Mio.,991.143
1245,1245,Afghanistan,2009,30-34,30,862.908,789.722
1246,1246,Afghanistan,2009,35-39,35,684.242,634.868
1247,1247,Afghanistan,2009,40-44,40,551.916,518.267
1248,1248,Afghanistan,2009,45-49,45,442.357,418.766
1249,1249,Afghanistan,2009,50-54,50,349.985,339.218
1250,1250,Afghanistan,2009,55-59,55,275.154,276.491
1251,1251,Afghanistan,2009,60-64,60,204.858,229.791
1252,1252,Afghanistan,2009,65-69,65,142.083,147.483
1253,1253,Afghanistan,2009,70-74,70,89.102,98.876
1254,1254,Afghanistan,2009,75-79,75,48.817,56.682
1255,1255,Afghanistan,2009,80-84,80,23.081,27.138
1256,1256,Afghanistan,2009,85-89,85,7.409,9.807
1257,1257,Afghanistan,2009,90-94,90,1.469,2.179
1258,1258,Afghanistan,2009,95-99,95,0.207,0.344
1259,1259,Afghanistan,2009,100+,100,0.005,0.012
1260,1260,Afghanistan,2010,0-4,0,2.0Mio.,2.0Mio.
1261,1261,Afghanistan,2010,5-9,5,2.0Mio.,2.0Mio.
1262,1262,Afghanistan,2010,10-14,10,2.0Mio.,1.0Mio.
1263,1263,Afghanistan,2010,15-19,15,1.0Mio.,1.0Mio.
1264,1264,Afghanistan,2010,20-24,20,1.0Mio.,1.0Mio.
1265,1265,Afghanistan,2010,25-29,25,1.0Mio.,1.0Mio.
1266,1266,Afghanistan,2010,30-34,30,885.605,819.307
1267,1267,Afghanistan,2010,35-39,35,706.162,657.692
1268,1268,Afghanistan,2010,40-44,40,569.595,536.591
1269,1269,Afghanistan,2010,45-49,45,457.356,433.278
1270,1270,Afghanistan,2010,50-54,50,360.128,350.364
1271,1271,Afghanistan,2010,55-59,55,283.239,281.454
1272,1272,Afghanistan,2010,60-64,60,212.296,238.883
1273,1273,Afghanistan,2010,65-69,65,147.198,155.759
1274,1274,Afghanistan,2010,70-74,70,92.624,102.913
1275,1275,Afghanistan,2010,75-79,75,50.444,59.129
1276,1276,Afghanistan,2010,80-84,80,23.184,27.743
1277,1277,Afghanistan,2010,85-89,85,7.213,9.648
1278,1278,Afghanistan,2010,90-94,90,1.261,1.974
1279,1279,Afghanistan,2010,95-99,95,0.126,0.241
1280,1280,Afghanistan,2010,100+,100,0.006,0.014
1281,1281,Afghanistan,2011,0-4,0,2.0Mio.,2.0Mio.
1282,1282,Afghanistan,2011,5-9,5,2.0Mio.,2.0Mio.
1283,1283,Afghanistan,2011,10-14,10,2.0Mio.,2.0Mio.
1284,1284,Afghanistan,2011,15-19,15,1.0Mio.,1.0Mio.
1285,1285,Afghanistan,2011,20-24,20,1.0Mio.,1.0Mio.
1286,1286,Afghanistan,2011,25-29,25,1.0Mio.,1.0Mio.
1287,1287,Afghanistan,2011,30-34,30,920.378,852.102
1288,1288,Afghanistan,2011,35-39,35,735.615,681.967
1289,1289,Afghanistan,2011,40-44,40,589.764,554.566
1290,1290,Afghanistan,2011,45-49,45,473.896,448.068
1291,1291,Afghanistan,2011,50-54,50,372.629,361.358
1292,1292,Afghanistan,2011,55-59,55,291.165,287.509
1293,1293,Afghanistan,2011,60-64,60,218.951,243.87
1294,1294,Afghanistan,2011,65-69,65,152.225,164.925
1295,1295,Afghanistan,2011,70-74,70,95.795,105.885
1296,1296,Afghanistan,2011,75-79,75,52.354,61.478
1297,1297,Afghanistan,2011,80-84,80,24.243,29.197
1298,1298,Afghanistan,2011,85-89,85,8.07,10.546
1299,1299,Afghanistan,2011,90-94,90,1.559,2.388
1300,1300,Afghanistan,2011,95-99,95,0.159,0.289
1301,1301,Afghanistan,2011,100+,100,0.007,0.016
1302,1302,Afghanistan,2012,0-4,0,2.0Mio.,2.0Mio.
1303,1303,Afghanistan,2012,5-9,5,2.0Mio.,2.0Mio.
1304,1304,Afghanistan,2012,10-14,10,2.0Mio.,2.0Mio.
1305,1305,Afghanistan,2012,15-19,15,1.0Mio.,1.0Mio.
1306,1306,Afghanistan,2012,20-24,20,1.0Mio.,1.0Mio.
1307,1307,Afghanistan,2012,25-29,25,1.0Mio.,1.0Mio.
1308,1308,Afghanistan,2012,30-34,30,960.869,890.401
1309,1309,Afghanistan,2012,35-39,35,771.719,710.389
1310,1310,Afghanistan,2012,40-44,40,614.019,575.024
1311,1311,Afghanistan,2012,45-49,45,493.381,465.556
1312,1312,Afghanistan,2012,50-54,50,388.581,374.236
1313,1313,Afghanistan,2012,55-59,55,301.267,296.886
1314,1314,Afghanistan,2012,60-64,60,227.065,247.256
1315,1315,Afghanistan,2012,65-69,65,158.543,176.967
1316,1316,Afghanistan,2012,70-74,70,99.649,109.097
1317,1317,Afghanistan,2012,75-79,75,54.506,64.19
1318,1318,Afghanistan,2012,80-84,80,25.086,30.533
1319,1319,Afghanistan,2012,85-89,85,8.73,11.196
1320,1320,Afghanistan,2012,90-94,90,1.801,2.717
1321,1321,Afghanistan,2012,95-99,95,0.216,0.379
1322,1322,Afghanistan,2012,100+,100,0.007,0.017
1323,1323,Afghanistan,2013,0-4,0,2.0Mio.,2.0Mio.
