,Unnamed: 0,Location,Time,AgeGrp,AgeGrpStart,PopMale,PopFemale
1746,1746,Afghanistan,2033,15-19,15,2.0Mio.,2.0Mio.
1747,1747,Afghanistan,2033,20-24,20,2.0Mio.,2.0Mio.
1748,1748,Afghanistan,2033,25-29,25,2.0Mio.,2.0Mio.
1749,1749,Afghanistan,2033,30-34,30,2.0Mio.,2.0Mio.
1750,1750,Afghanistan,2033,35-39,35,1.0Mio.,1.0Mio.
1751,1751,Afghanistan,2033,40-44,40,1.0Mio.,1.0Mio.
1752,1752,Afghanistan,2033,45-49,45,1.0Mio.,1.0Mio.
1753,1753,Afghanistan,2033,50-54,50,899.346,849.139
1754,1754,Afghanistan,2033,55-59,55,689.008,652.855
1755,1755,Afghanistan,2033,60-64,60,500.324,497.242
1756,1756,Afghanistan,2033,65-69,65,353.721,368.334
1757,1757,Afghanistan,2033,70-74,70,230.93,252.674
1758,1758,Afghanistan,2033,75-79,75,130.439,154.571
1759,1759,Afghanistan,2033,80-84,80,60.939,80.149
1760,1760,Afghanistan,2033,85-89,85,20.883,32.085
1761,1761,Afghanistan,2033,90-94,90,4.641,6.804
1762,1762,Afghanistan,2033,95-99,95,0.663,1.192
1763,1763,Afghanistan,2033,100+,100,0.021,0.052
1764,1764,Afghanistan,2034,0-4,0,3.0Mio.,2.0Mio.
1765,1765,Afghanistan,2034,5-9,5,2.0Mio.,2.0Mio.
1766,1766,Afghanistan,2034,10-14,10,2.0Mio.,2.0Mio.
1767,1767,Afghanistan,2034,15-19,15,2.0Mio.,2.0Mio.
1768,1768,Afghanistan,2034,20-24,20,2.0Mio.,2.0Mio.
1769,1769,Afghanistan,2034,25-29,25,2.0Mio.,2.0Mio.
1770,1770,Afghanistan,2034,30-34,30,2.0Mio.,2.0Mio.
1771,1771,Afghanistan,2034,35-39,35,1.0Mio.,1.0Mio.
1772,1772,Afghanistan,2034,40-44,40,1.0Mio.,1.0Mio.
1773,1773,Afghanistan,2034,45-49,45,1.0Mio.,1.0Mio.
1774,1774,Afghanistan,2034,50-54,50,933.427,884.68
1775,1775,Afghanistan,2034,55-59,55,720.963,682.098
1776,1776,Afghanistan,2034,60-64,60,522.744,517.659
1777,1777,Afghanistan,2034,65-69,65,368.151,383.988
1778,1778,Afghanistan,2034,70-74,70,241.049,263.339
1779,1779,Afghanistan,2034,75-79,75,135.827,161.173
1780,1780,Afghanistan,2034,80-84,80,62.853,81.664
1781,1781,Afghanistan,2034,85-89,85,21.185,33.01
1782,1782,Afghanistan,2034,90-94,90,4.619,6.901
1783,1783,Afghanistan,2034,95-99,95,0.645,1.168
1784,1784,Afghanistan,2034,100+,100,0.022,0.054
1785,1785,Afghanistan,2035,0-4,0,3.0Mio.,2.0Mio.
1786,1786,Afghanistan,2035,5-9,5,2.0Mio.,2.0Mio.
1787,1787,Afghanistan,2035,10-14,10,2.0Mio.,2.0Mio.
1788,1788,Afghanistan,2035,15-19,15,2.0Mio.,2.0Mio.
1789,1789,Afghanistan,2035,20-24,20,2.0Mio.,2.0Mio.
1790,1790,Afghanistan,2035,25-29,25,2.0Mio.,2.0Mio.
1791,1791,Afghanistan,2035,30-34,30,2.0Mio.,2.0Mio.
1792,1792,Afghanistan,2035,35-39,35,1.0Mio.,1.0Mio.
1793,1793,Afghanistan,2035,40-44,40,1.0Mio.,1.0Mio.
1794,1794,Afghanistan,2035,45-49,45,1.0Mio.,1.0Mio.
1795,1795,Afghanistan,2035,50-54,50,968.794,918.462
1796,1796,Afghanistan,2035,55-59,55,753.254,713.254
1797,1797,Afghanistan,2035,60-64,60,547.765,540.211
1798,1798,Afghanistan,2035,65-69,65,384.225,400.658
1799,1799,Afghanistan,2035,70-74,70,251.771,275.328
1800,1800,Afghanistan,2035,75-79,75,141.827,168.432
1801,1801,Afghanistan,2035,80-84,80,64.605,83.89
1802,1802,Afghanistan,2035,85-89,85,20.925,32.774
1803,1803,Afghanistan,2035,90-94,90,4.039,6.558
1804,1804,Afghanistan,2035,95-99,95,0.411,0.821
1805,1805,Afghanistan,2035,100+,100,0.023,0.057
1806,1806,Afghanistan,2036,0-4,0,3.0Mio.,2.0Mio.
1807,1807,Afghanistan,2036,5-9,5,2.0Mio.,2.0Mio.
1808,1808,Afghanistan,2036,10-14,10,2.0Mio.,2.0Mio.
1809,1809,Afghanistan,2036,15-19,15,2.0Mio.,2.0Mio.
1810,1810,Afghanistan,2036,20-24,20,2.0Mio.,2.0Mio.
1811,1811,Afghanistan,2036,25-29,25,2.0Mio.,2.0Mio.
1812,1812,Afghanistan,2036,30-34,30,2.0Mio.,2.0Mio.
1813,1813,Afghanistan,2036,35-39,35,1.0Mio.,1.0Mio.
1814,1814,Afghanistan,2036,40-44,40,1.0Mio.,1.0Mio.
1815,1815,Afghanistan,2036,45-49,45,1.0Mio.,1.0Mio.
1816,1816,Afghanistan,2036,50-54,50,1.0Mio.,949.404
1817,1817,Afghanistan,2036,55-59,55,783.123,744.596
1818,1818,Afghanistan,2036,60-64,60,571.785,561.993
1819,1819,Afghanistan,2036,65-69,65,398.722,415.048
1820,1820,Afghanistan,2036,70-74,70,261.081,285.493
1821,1821,Afghanistan,2036,75-79,75,148.343,174.831
1822,1822,Afghanistan,2036,80-84,80,68.574,88.069
1823,1823,Afghanistan,2036,85-89,85,23.272,35.2
1824,1824,Afghanistan,2036,90-94,90,4.91,8.199
1825,1825,Afghanistan,2036,95-99,95,0.519,0.97
1826,1826,Afghanistan,2036,100+,100,0.024,0.06
1827,1827,Afghanistan,2037,0-4,0,3.0Mio.,2.0Mio.
1828,1828,Afghanistan,2037,5-9,5,3.0Mio.,2.0Mio.
1829,1829,Afghanistan,2037,10-14,10,2.0Mio.,2.0Mio.
1830,1830,Afghanistan,2037,15-19,15,2.0Mio.,2.0Mio.
1831,1831,Afghanistan,2037,20-24,20,2.0Mio.,2.0Mio.
1832,1832,Afghanistan,2037,25-29,25,2.0Mio.,2.0Mio.
1833,1833,Afghanistan,2037,30-34,30,2.0Mio.,2.0Mio.
1834,1834,Afghanistan,2037,35-39,35,2.0Mio.,1.0Mio.
1835,1835,Afghanistan,2037,40-44,40,1.0Mio.,1.0Mio.
1836,1836,Afghanistan,2037,45-49,45,1.0Mio.,1.0Mio.
1837,1837,Afghanistan,2037,50-54,50,1.0Mio.,978.865
1838,1838,Afghanistan,2037,55-59,55,813.852,778.615
1839,1839,Afghanistan,2037,60-64,60,598.464,585.932
1840,1840,Afghanistan,2037,65-69,65,414.605,430.659
1841,1841,Afghanistan,2037,70-74,70,270.875,296.887
1842,1842,Afghanistan,2037,75-79,75,154.972,181.521
1843,1843,Afghanistan,2037,80-84,80,71.953,92.043
1844,1844,Afghanistan,2037,85-89,85,24.986,36.648
1845,1845,Afghanistan,2037,90-94,90,5.589,9.529
1846,1846,Afghanistan,2037,95-99,95,0.717,1.252
1847,1847,Afghanistan,2037,100+,100,0.025,0.064
1848,1848,Afghanistan,2038,0-4,0,3.0Mio.,2.0Mio.
1849,1849,Afghanistan,2038,5-9,5,3.0Mio.,2.0Mio.
1850,1850,Afghanistan,2038,10-14,10,2.0Mio.,2.0Mio.
1851,1851,Afghanistan,2038,15-19,15,2.0Mio.,2.0Mio.
1852,1852,Afghanistan,2038,20-24,20,2.0Mio.,2.0Mio.
1853,1853,Afghanistan,2038,25-29,25,2.0Mio.,2.0Mio.
1854,1854,Afghanistan,2038,30-34,30,2.0Mio.,2.0Mio.
1855,1855,Afghanistan,2038,35-39,35,2.0Mio.,1.0Mio.
1856,1856,Afghanistan,2038,40-44,40,1.0Mio.,1.0Mio.
1857,1857,Afghanistan,2038,45-49,45,1.0Mio.,1.0Mio.
1858,1858,Afghanistan,2038,50-54,50,1.0Mio.,1.0Mio.
1859,1859,Afghanistan,2038,55-59,55,845.561,813.987
1860,1860,Afghanistan,2038,60-64,60,627.237,612.043
1861,1861,Afghanistan,2038,65-69,65,432.263,447.855
1862,1862,Afghanistan,2038,70-74,70,281.537,309.538
1863,1863,Afghanistan,2038,75-79,75,161.787,188.878
1864,1864,Afghanistan,2038,80-84,80,74.84,95.824
1865,1865,Afghanistan,2038,85-89,85,25.943,37.249
1866,1866,Afghanistan,2038,90-94,90,6.03,10.398
1867,1867,Afghanistan,2038,95-99,95,0.863,1.474
1868,1868,Afghanistan,2038,100+,100,0.027,0.067
1869,1869,Afghanistan,2039,0-4,0,3.0Mio.,2.0Mio.
1870,1870,Afghanistan,2039,5-9,5,3.0Mio.,2.0Mio.
1871,1871,Afghanistan,2039,10-14,10,2.0Mio.,2.0Mio.
1872,1872,Afghanistan,2039,15-19,15,2.0Mio.,2.0Mio.
1873,1873,Afghanistan,2039,20-24,20,2.0Mio.,2.0Mio.
1874,1874,Afghanistan,2039,25-29,25,2.0Mio.,2.0Mio.
1875,1875,Afghanistan,2039,30-34,30,2.0Mio.,2.0Mio.
1876,1876,Afghanistan,2039,35-39,35,2.0Mio.,2.0Mio.
1877,1877,Afghanistan,2039,40-44,40,1.0Mio.,1.0Mio.
1878,1878,Afghanistan,2039,45-49,45,1.0Mio.,1.0Mio.
1879,1879,Afghanistan,2039,50-54,50,1.0Mio.,1.0Mio.
1880,1880,Afghanistan,2039,55-59,55,878.475,848.759
1881,1881,Afghanistan,2039,60-64,60,657.19,640.353
1882,1882,Afghanistan,2039,65-69,65,452.225,467.107
1883,1883,Afghanistan,2039,70-74,70,293.424,323.368
1884,1884,Afghanistan,2039,75-79,75,168.792,197.183
1885,1885,Afghanistan,2039,80-84,80,77.437,99.488
1886,1886,Afghanistan,2039,85-89,85,26.259,37.444
1887,1887,Afghanistan,2039,90-94,90,5.974,10.438
1888,1888,Afghanistan,2039,95-99,95,0.837,1.467
1889,1889,Afghanistan,2039,100+,100,0.028,0.071
1890,1890,Afghanistan,2040,0-4,0,3.0Mio.,2.0Mio.
1891,1891,Afghanistan,2040,5-9,5,3.0Mio.,2.0Mio.
1892,1892,Afghanistan,2040,10-14,10,2.0Mio.,2.0Mio.
1893,1893,Afghanistan,2040,15-19,15,2.0Mio.,2.0Mio.
1894,1894,Afghanistan,2040,20-24,20,2.0Mio.,2.0Mio.
1895,1895,Afghanistan,2040,25-29,25,2.0Mio.,2.0Mio.
1896,1896,Afghanistan,2040,30-34,30,2.0Mio.,2.0Mio.
1897,1897,Afghanistan,2040,35-39,35,2.0Mio.,2.0Mio.
1898,1898,Afghanistan,2040,40-44,40,1.0Mio.,1.0Mio.
1899,1899,Afghanistan,2040,45-49,45,1.0Mio.,1.0Mio.
1900,1900,Afghanistan,2040,50-54,50,1.0Mio.,1.0Mio.
1901,1901,Afghanistan,2040,55-59,55,912.808,881.933
1902,1902,Afghanistan,2040,60-64,60,687.769,670.778
1903,1903,Afghanistan,2040,65-69,65,474.782,488.666
1904,1904,Afghanistan,2040,70-74,70,306.781,338.366
1905,1905,Afghanistan,2040,75-79,75,176.111,206.615
1906,1906,Afghanistan,2040,80-84,80,79.99,103.305
1907,1907,Afghanistan,2040,85-89,85,25.983,37.461
1908,1908,Afghanistan,2040,90-94,90,5.202,9.426
1909,1909,Afghanistan,2040,95-99,95,0.539,1.081
1910,1910,Afghanistan,2040,100+,100,0.03,0.075
1911,1911,Afghanistan,2041,0-4,0,3.0Mio.,2.0Mio.
1912,1912,Afghanistan,2041,5-9,5,3.0Mio.,2.0Mio.
1913,1913,Afghanistan,2041,10-14,10,2.0Mio.,2.0Mio.
1914,1914,Afghanistan,2041,15-19,15,2.0Mio.,2.0Mio.
1915,1915,Afghanistan,2041,20-24,20,2.0Mio.,2.0Mio.
1916,1916,Afghanistan,2041,25-29,25,2.0Mio.,2.0Mio.
1917,1917,Afghanistan,2041,30-34,30,2.0Mio.,2.0Mio.
1918,1918,Afghanistan,2041,35-39,35,2.0Mio.,2.0Mio.
1919,1919,Afghanistan,2041,40-44,40,1.0Mio.,1.0Mio.
1920,1920,Afghanistan,2041,45-49,45,1.0Mio.,1.0Mio.
1921,1921,Afghanistan,2041,50-54,50,1.0Mio.,1.0Mio.
1922,1922,Afghanistan,2041,55-59,55,945.076,911.749
1923,1923,Afghanistan,2041,60-64,60,714.867,700.127
1924,1924,Afghanistan,2041,65-69,65,495.877,508.344
1925,1925,Afghanistan,2041,70-74,70,318.82,350.685
1926,1926,Afghanistan,2041,75-79,75,183.568,214.996
1927,1927,Afghanistan,2041,80-84,80,85.197,108.789
1928,1928,Afghanistan,2041,85-89,85,28.861,40.975
1929,1929,Afghanistan,2041,90-94,90,6.258,10.857
1930,1930,Afghanistan,2041,95-99,95,0.681,1.381
1931,1931,Afghanistan,2041,100+,100,0.032,0.079
1932,1932,Afghanistan,2042,0-4,0,3.0Mio.,2.0Mio.
1933,1933,Afghanistan,2042,5-9,5,3.0Mio.,2.0Mio.
1934,1934,Afghanistan,2042,10-14,10,2.0Mio.,2.0Mio.
1935,1935,Afghanistan,2042,15-19,15,2.0Mio.,2.0Mio.
1936,1936,Afghanistan,2042,20-24,20,2.0Mio.,2.0Mio.
1937,1937,Afghanistan,2042,25-29,25,2.0Mio.,2.0Mio.
1938,1938,Afghanistan,2042,30-34,30,2.0Mio.,2.0Mio.
1939,1939,Afghanistan,2042,35-39,35,2.0Mio.,2.0Mio.
1940,1940,Afghanistan,2042,40-44,40,1.0Mio.,1.0Mio.
1941,1941,Afghanistan,2042,45-49,45,1.0Mio.,1.0Mio.
1942,1942,Afghanistan,2042,50-54,50,1.0Mio.,1.0Mio.
1943,1943,Afghanistan,2042,55-59,55,979.074,940.4
1944,1944,Afghanistan,2042,60-64,60,743.084,732.405
1945,1945,Afghanistan,2042,65-69,65,519.38,530.247
1946,1946,Afghanistan,2042,70-74,70,331.779,364.119
1947,1947,Afghanistan,2042,75-79,75,190.931,224.0
1948,1948,Afghanistan,2042,80-84,80,89.821,113.779
1949,1949,Afghanistan,2042,85-89,85,30.955,43.669
1950,1950,Afghanistan,2042,90-94,90,7.061,11.747
1951,1951,Afghanistan,2042,95-99,95,0.937,1.883
1952,1952,Afghanistan,2042,100+,100,0.033,0.083
1953,1953,Afghanistan,2043,0-4,0,2.0Mio.,2.0Mio.
1954,1954,Afghanistan,2043,5-9,5,3.0Mio.,2.0Mio.
1955,1955,Afghanistan,2043,10-14,10,2.0Mio.,2.0Mio.
1956,1956,Afghanistan,2043,15-19,15,2.0Mio.,2.0Mio.
1957,1957,Afghanistan,2043,20-24,20,2.0Mio.,2.0Mio.
1958,1958,Afghanistan,2043,25-29,25,2.0Mio.,2.0Mio.
1959,1959,Afghanistan,2043,30-34,30,2.0Mio.,2.0Mio.
1960,1960,Afghanistan,2043,35-39,35,2.0Mio.,2.0Mio.
1961,1961,Afghanistan,2043,40-44,40,2.0Mio.,1.0Mio.
1962,1962,Afghanistan,2043,45-49,45,1.0Mio.,1.0Mio.
1963,1963,Afghanistan,2043,50-54,50,1.0Mio.,1.0Mio.
1964,1964,Afghanistan,2043,55-59,55,1.0Mio.,970.101
1965,1965,Afghanistan,2043,60-64,60,772.639,766.371
1966,1966,Afghanistan,2043,65-69,65,544.835,554.464
1967,1967,Afghanistan,2043,70-74,70,346.174,379.143
1968,1968,Afghanistan,2043,75-79,75,198.612,233.884
1969,1969,Afghanistan,2043,80-84,80,93.815,118.517
1970,1970,Afghanistan,2043,85-89,85,32.157,45.378
1971,1971,Afghanistan,2043,90-94,90,7.572,12.219
1972,1972,Afghanistan,2043,95-99,95,1.126,2.249
1973,1973,Afghanistan,2043,100+,100,0.035,0.087
1974,1974,Afghanistan,2044,0-4,0,2.0Mio.,2.0Mio.
1975,1975,Afghanistan,2044,5-9,5,3.0Mio.,2.0Mio.
1976,1976,Afghanistan,2044,10-14,10,2.0Mio.,2.0Mio.
1977,1977,Afghanistan,2044,15-19,15,2.0Mio.,2.0Mio.
1978,1978,Afghanistan,2044,20-24,20,2.0Mio.,2.0Mio.
1979,1979,Afghanistan,2044,25-29,25,2.0Mio.,2.0Mio.
1980,1980,Afghanistan,2044,30-34,30,2.0Mio.,2.0Mio.
1981,1981,Afghanistan,2044,35-39,35,2.0Mio.,2.0Mio.
1982,1982,Afghanistan,2044,40-44,40,2.0Mio.,2.0Mio.
1983,1983,Afghanistan,2044,45-49,45,1.0Mio.,1.0Mio.
1984,1984,Afghanistan,2044,50-54,50,1.0Mio.,1.0Mio.
1985,1985,Afghanistan,2044,55-59,55,1.0Mio.,1.0Mio.
1986,1986,Afghanistan,2044,60-64,60,803.746,800.133
1987,1987,Afghanistan,2044,65-69,65,571.525,581.107
1988,1988,Afghanistan,2044,70-74,70,362.603,396.286
1989,1989,Afghanistan,2044,75-79,75,206.962,244.717
1990,1990,Afghanistan,2044,80-84,80,97.224,123.297
1991,1991,Afghanistan,2044,85-89,85,32.658,46.399
1992,1992,Afghanistan,2044,90-94,90,7.48,12.009
1993,1993,Afghanistan,2044,95-99,95,1.09,2.212
1994,1994,Afghanistan,2044,100+,100,0.037,0.092
1995,1995,Afghanistan,2045,0-4,0,2.0Mio.,2.0Mio.
1996,1996,Afghanistan,2045,5-9,5,2.0Mio.,2.0Mio.
1997,1997,Afghanistan,2045,10-14,10,2.0Mio.,2.0Mio.
1998,1998,Afghanistan,2045,15-19,15,2.0Mio.,2.0Mio.
1999,1999,Afghanistan,2045,20-24,20,2.0Mio.,2.0Mio.
2000,2000,Afghanistan,2045,25-29,25,2.0Mio.,2.0Mio.
2001,2001,Afghanistan,2045,30-34,30,2.0Mio.,2.0Mio.
2002,2002,Afghanistan,2045,35-39,35,2.0Mio.,2.0Mio.
2003,2003,Afghanistan,2045,40-44,40,2.0Mio.,2.0Mio.
2004,2004,Afghanistan,2045,45-49,45,1.0Mio.,1.0Mio.
2005,2005,Afghanistan,2045,50-54,50,1.0Mio.,1.0Mio.
2006,2006,Afghanistan,2045,55-59,55,1.0Mio.,1.0Mio.
2007,2007,Afghanistan,2045,60-64,60,836.528,832.673
2008,2008,Afghanistan,2045,65-69,65,599.101,610.164
2009,2009,Afghanistan,2045,70-74,70,381.416,415.841
2010,2010,Afghanistan,2045,75-79,75,216.265,256.603
2011,2011,Afghanistan,2045,80-84,80,100.306,128.505
2012,2012,Afghanistan,2045,85-89,85,32.53,46.917
2013,2013,Afghanistan,2045,90-94,90,6.533,10.971
2014,2014,Afghanistan,2045,95-99,95,0.701,1.583
2015,2015,Afghanistan,2045,100+,100,0.039,0.099
2016,2016,Afghanistan,2046,0-4,0,2.0Mio.,2.0Mio.
2017,2017,Afghanistan,2046,5-9,5,2.0Mio.,2.0Mio.
2018,2018,Afghanistan,2046,10-14,10,2.0Mio.,2.0Mio.
2019,2019,Afghanistan,2046,15-19,15,2.0Mio.,2.0Mio.
2020,2020,Afghanistan,2046,20-24,20,2.0Mio.,2.0Mio.
2021,2021,Afghanistan,2046,25-29,25,2.0Mio.,2.0Mio.
2022,2022,Afghanistan,2046,30-34,30,2.0Mio.,2.0Mio.
2023,2023,Afghanistan,2046,35-39,35,2.0Mio.,2.0Mio.
2024,2024,Afghanistan,2046,40-44,40,2.0Mio.,2.0Mio.
2025,2025,Afghanistan,2046,45-49,45,1.0Mio.,1.0Mio.
2026,2026,Afghanistan,2046,50-54,50,1.0Mio.,1.0Mio.
2027,2027,Afghanistan,2046,55-59,55,1.0Mio.,1.0Mio.
2028,2028,Afghanistan,2046,60-64,60,865.888,860.581
2029,2029,Afghanistan,2046,65-69,65,622.753,636.903
2030,2030,Afghanistan,2046,70-74,70,398.957,433.006
2031,2031,Afghanistan,2046,75-79,75,225.883,266.891
2032,2032,Afghanistan,2046,80-84,80,106.31,135.746
2033,2033,Afghanistan,2046,85-89,85,36.28,51.431
2034,2034,Afghanistan,2046,90-94,90,7.841,12.892
2035,2035,Afghanistan,2046,95-99,95,0.875,1.847
2036,2036,Afghanistan,2046,100+,100,0.041,0.108
2037,2037,Afghanistan,2047,0-4,0,2.0Mio.,2.0Mio.
2038,2038,Afghanistan,2047,5-9,5,2.0Mio.,2.0Mio.
2039,2039,Afghanistan,2047,10-14,10,2.0Mio.,2.0Mio.
2040,2040,Afghanistan,2047,15-19,15,2.0Mio.,2.0Mio.
2041,2041,Afghanistan,2047,20-24,20,2.0Mio.,2.0Mio.
2042,2042,Afghanistan,2047,25-29,25,2.0Mio.,2.0Mio.
2043,2043,Afghanistan,2047,30-34,30,2.0Mio.,2.0Mio.
2044,2044,Afghanistan,2047,35-39,35,2.0Mio.,2.0Mio.
2045,2045,Afghanistan,2047,40-44,40,2.0Mio.,2.0Mio.
2046,2046,Afghanistan,2047,45-49,45,1.0Mio.,1.0Mio.
2047,2047,Afghanistan,2047,50-54,50,1.0Mio.,1.0Mio.
2048,2048,Afghanistan,2047,55-59,55,1.0Mio.,1.0Mio.
2049,2049,Afghanistan,2047,60-64,60,897.176,887.863
2050,2050,Afghanistan,2047,65-69,65,647.614,666.746
2051,2051,Afghanistan,2047,70-74,70,418.265,452.142
2052,2052,Afghanistan,2047,75-79,75,235.553,277.711
2053,2053,Afghanistan,2047,80-84,80,111.498,142.619
2054,2054,Afghanistan,2047,85-89,85,39.117,54.894
2055,2055,Afghanistan,2047,90-94,90,8.826,14.302
2056,2056,Afghanistan,2047,95-99,95,1.189,2.308
2057,2057,Afghanistan,2047,100+,100,0.044,0.118
2058,2058,Afghanistan,2048,0-4,0,2.0Mio.,2.0Mio.
2059,2059,Afghanistan,2048,5-9,5,2.0Mio.,2.0Mio.
2060,2060,Afghanistan,2048,10-14,10,2.0Mio.,2.0Mio.
2061,2061,Afghanistan,2048,15-19,15,2.0Mio.,2.0Mio.
2062,2062,Afghanistan,2048,20-24,20,2.0Mio.,2.0Mio.
2063,2063,Afghanistan,2048,25-29,25,2.0Mio.,2.0Mio.
2064,2064,Afghanistan,2048,30-34,30,2.0Mio.,2.0Mio.
2065,2065,Afghanistan,2048,35-39,35,2.0Mio.,2.0Mio.
2066,2066,Afghanistan,2048,40-44,40,2.0Mio.,2.0Mio.
2067,2067,Afghanistan,2048,45-49,45,1.0Mio.,1.0Mio.
2068,2068,Afghanistan,2048,50-54,50,1.0Mio.,1.0Mio.
2069,2069,Afghanistan,2048,55-59,55,1.0Mio.,1.0Mio.
2070,2070,Afghanistan,2048,60-64,60,930.992,916.697
2071,2071,Afghanistan,2048,65-69,65,673.966,698.587
2072,2072,Afghanistan,2048,70-74,70,439.119,473.51
2073,2073,Afghanistan,2048,75-79,75,245.876,289.759
2074,2074,Afghanistan,2048,80-84,80,116.038,149.267
2075,2075,Afghanistan,2048,85-89,85,40.793,57.197
2076,2076,Afghanistan,2048,90-94,90,9.465,15.231
2077,2077,Afghanistan,2048,95-99,95,1.419,2.654
2078,2078,Afghanistan,2048,100+,100,0.046,0.129
2079,2079,Afghanistan,2049,0-4,0,2.0Mio.,2.0Mio.
2080,2080,Afghanistan,2049,5-9,5,2.0Mio.,2.0Mio.
2081,2081,Afghanistan,2049,10-14,10,2.0Mio.,2.0Mio.
2082,2082,Afghanistan,2049,15-19,15,2.0Mio.,2.0Mio.
2083,2083,Afghanistan,2049,20-24,20,2.0Mio.,2.0Mio.
2084,2084,Afghanistan,2049,25-29,25,2.0Mio.,2.0Mio.
2085,2085,Afghanistan,2049,30-34,30,2.0Mio.,2.0Mio.
2086,2086,Afghanistan,2049,35-39,35,2.0Mio.,2.0Mio.
2087,2087,Afghanistan,2049,40-44,40,2.0Mio.,2.0Mio.
2088,2088,Afghanistan,2049,45-49,45,2.0Mio.,1.0Mio.
2089,2089,Afghanistan,2049,50-54,50,1.0Mio.,1.0Mio.
2090,2090,Afghanistan,2049,55-59,55,1.0Mio.,1.0Mio.
2091,2091,Afghanistan,2049,60-64,60,968.097,950.347
2092,2092,Afghanistan,2049,65-69,65,702.021,730.654
2093,2093,Afghanistan,2049,70-74,70,461.078,497.389
2094,2094,Afghanistan,2049,75-79,75,257.496,303.619
2095,2095,Afghanistan,2049,80-84,80,120.188,155.863
2096,2096,Afghanistan,2049,85-89,85,41.467,58.812
2097,2097,Afghanistan,2049,90-94,90,9.379,15.274
2098,2098,Afghanistan,2049,95-99,95,1.374,2.604
2099,2099,Afghanistan,2049,100+,100,0.048,0.14
2100,2100,Afghanistan,2050,0-4,0,2.0Mio.,2.0Mio.
2101,2101,Afghanistan,2050,5-9,5,2.0Mio.,2.0Mio.
2102,2102,Afghanistan,2050,10-14,10,2.0Mio.,2.0Mio.
2103,2103,Afghanistan,2050,15-19,15,2.0Mio.,2.0Mio.
2104,2104,Afghanistan,2050,20-24,20,2.0Mio.,2.0Mio.
2105,2105,Afghanistan,2050,25-29,25,2.0Mio.,2.0Mio.
2106,2106,Afghanistan,2050,30-34,30,2.0Mio.,2.0Mio.
2107,2107,Afghanistan,2050,35-39,35,2.0Mio.,2.0Mio.
2108,2108,Afghanistan,2050,40-44,40,2.0Mio.,2.0Mio.
2109,2109,Afghanistan,2050,45-49,45,2.0Mio.,2.0Mio.
2110,2110,Afghanistan,2050,50-54,50,1.0Mio.,1.0Mio.
2111,2111,Afghanistan,2050,55-59,55,1.0Mio.,1.0Mio.
2112,2112,Afghanistan,2050,60-64,60,1.0Mio.,990.695
2113,2113,Afghanistan,2050,65-69,65,731.942,762.025
2114,2114,Afghanistan,2050,70-74,70,484.021,523.902
2115,2115,Afghanistan,2050,75-79,75,270.827,319.615
2116,2116,Afghanistan,2050,80-84,80,124.31,162.8
2117,2117,Afghanistan,2050,85-89,85,41.221,60.003
2118,2118,Afghanistan,2050,90-94,90,8.264,14.237
2119,2119,Afghanistan,2050,95-99,95,0.886,1.919
2120,2120,Afghanistan,2050,100+,100,0.051,0.15
2121,2121,Afghanistan,2051,0-4,0,2.0Mio.,2.0Mio.
2122,2122,Afghanistan,2051,5-9,5,2.0Mio.,2.0Mio.
2123,2123,Afghanistan,2051,10-14,10,2.0Mio.,2.0Mio.
2124,2124,Afghanistan,2051,15-19,15,2.0Mio.,2.0Mio.
2125,2125,Afghanistan,2051,20-24,20,2.0Mio.,2.0Mio.
2126,2126,Afghanistan,2051,25-29,25,2.0Mio.,2.0Mio.
2127,2127,Afghanistan,2051,30-34,30,2.0Mio.,2.0Mio.
2128,2128,Afghanistan,2051,35-39,35,2.0Mio.,2.0Mio.
2129,2129,Afghanistan,2051,40-44,40,2.0Mio.,2.0Mio.
2130,2130,Afghanistan,2051,45-49,45,2.0Mio.,2.0Mio.
2131,2131,Afghanistan,2051,50-54,50,1.0Mio.,1.0Mio.
2132,2132,Afghanistan,2051,55-59,55,1.0Mio.,1.0Mio.
2133,2133,Afghanistan,2051,60-64,60,1.0Mio.,1.0Mio.
2134,2134,Afghanistan,2051,65-69,65,757.677,787.328
2135,2135,Afghanistan,2051,70-74,70,503.627,547.334
2136,2136,Afghanistan,2051,75-79,75,284.778,333.958
2137,2137,Afghanistan,2051,80-84,80,131.984,171.608
2138,2138,Afghanistan,2051,85-89,85,45.662,65.892
2139,2139,Afghanistan,2051,90-94,90,9.982,16.734
2140,2140,Afghanistan,2051,95-99,95,1.104,2.293
2141,2141,Afghanistan,2051,100+,100,0.054,0.158
2142,2142,Afghanistan,2052,0-4,0,2.0Mio.,2.0Mio.
2143,2143,Afghanistan,2052,5-9,5,2.0Mio.,2.0Mio.
2144,2144,Afghanistan,2052,10-14,10,2.0Mio.,2.0Mio.
2145,2145,Afghanistan,2052,15-19,15,2.0Mio.,2.0Mio.
2146,2146,Afghanistan,2052,20-24,20,2.0Mio.,2.0Mio.
2147,2147,Afghanistan,2052,25-29,25,2.0Mio.,2.0Mio.
2148,2148,Afghanistan,2052,30-34,30,2.0Mio.,2.0Mio.
2149,2149,Afghanistan,2052,35-39,35,2.0Mio.,2.0Mio.
2150,2150,Afghanistan,2052,40-44,40,2.0Mio.,2.0Mio.
2151,2151,Afghanistan,2052,45-49,45,2.0Mio.,2.0Mio.
